feature_id,feature_name,feature_class,state_name,state_numeric,county_name,county_numeric,map_name,date_created,date_edited,bgn_type,bgn_authority,bgn_date,prim_lat_dms,prim_long_dms,prim_lat_dec,prim_long_dec,source_lat_dms,source_long_dms,source_lat_dec,source_long_dec
262500,Lion Point,Summit,California,6,Madera,39,Cascadel Point,"01/19/1981",12/12/2020,,,,371139N,1192337W,37.1942066,-119.3937394,,,0,0
262501,Lion Point,Summit,California,6,Madera,39,Crystal Crag,"01/19/1981","07/21/2018",,,,373353N,1190729W,37.5648031,-119.1247758,,,0,0
262510,Little Baldy,Summit,California,6,Tulare,107,Giant Forest,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1928",363652N,1184816W,36.6143327,-118.8044999,,,0,0
262546,Little Blue Dome,Summit,California,6,Tulare,107,Lodgepole,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1928",363351N,1183927W,36.5640951,-118.6575443,,,0,0
262623,Little Grizzly Mountain,Summit,California,6,Mariposa,43,Kinsley,"01/19/1981","02/11/2021",,,,374242N,1195502W,37.711715,-119.9173207,,,0,0
262788,Logger Point,Summit,California,6,Fresno,19,General Grant Grove,"01/19/1981","04/18/2017",,,,364204N,1185944W,36.7011332,-118.9956295,,,0,0
262806,Lone Pine Peak,Summit,California,6,Inyo,27,Mount Langley,"01/19/1981","04/14/2017",,,,363342N,1181333W,36.5617342,-118.2256995,,,0,0
262862,Long Mountain,Summit,California,6,Madera,39,Mount Lyell,"01/19/1981","04/24/2017",Official,Board Decision,"01/01/1932",374002N,1191742W,37.6672696,-119.2951092,,,0,0
262898,Lookout Mountain,Summit,California,6,Inyo,27,Mount Thompson,"01/19/1981","04/15/2017",,,,371449N,1183055W,37.2468348,-118.5151874,,,0,0
262899,Lookout Mountain,Summit,California,6,Mono,51,Old Mammoth,"01/19/1981","03/09/2021",,,,374344N,1185651W,37.7288332,-118.9474766,,,0,0
262904,Lookout Peak,Summit,California,6,Fresno,19,Cedar Grove,"01/19/1981","04/18/2017",,,,364623N,1184258W,36.7731326,-118.7160192,,,0,0
262905,Lookout Peak,Summit,California,6,Alpine,3,Ebbetts Pass,"01/19/1981","01/09/2021",,,,383038N,1195224W,38.5106537,-119.8732892,,,0,0
262907,Lookout Point,Summit,California,6,Tuolumne,109,Kibbie Lake,"01/19/1981","09/18/2025",,,,380324N,1195229W,38.0566557,-119.8747124,,,0,0
262908,Lookout Point,Summit,California,6,Inyo,27,Aberdeen,"01/19/1981","04/18/2017",,,,365329N,1181917W,36.8913419,-118.321252,,,0,0
262918,Loper Peak,Summit,California,6,Fresno,19,Courtright Reservoir,"01/19/1981",12/24/2020,,,,370218N,1185422W,37.0383264,-118.9060404,,,0,0
262961,Lost Peak,Summit,California,6,Fresno,19,Courtright Reservoir,"01/19/1981",12/24/2020,,,,370248N,1185740W,37.0466402,-118.9611911,,,0,0
263058,Luckett Mountain,Summit,California,6,Fresno,19,Luckett Mountain,"01/19/1981","02/22/2021",,,,364836N,1191134W,36.8100488,-119.1927932,,,0,0
263134,Mount Mallory,Summit,California,6,Inyo,27,Mount Whitney,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1926",363257N,1181544W,36.5490861,-118.2622756,,,0,0
263214,Marion Peak,Summit,California,6,Fresno,19,Marion Peak,"01/19/1981","04/18/2017",,,,365725N,1183120W,36.9568635,-118.5222973,,,0,0
263219,Markleeville Peak,Summit,California,6,Alpine,3,Carson Pass,"01/19/1981",12/12/2020,,,,383941N,1195353W,38.6613341,-119.8981169,,,0,0
263227,Marshall Hill,Summit,California,6,Fresno,19,Millerton Lake East,"01/19/1981","02/25/2021",,,,370107N,1193426W,37.0186965,-119.5739713,,,0,0
263276,Maxson Dome,Summit,California,6,Fresno,19,Courtright Reservoir,"01/19/1981",12/24/2020,,,,370719N,1185718W,37.1219847,-118.9549308,,,0,0
263340,Mount McDuffie,Summit,California,6,Fresno,19,Mount Goddard,"01/19/1981","04/15/2017",Official,Board Decision,"01/01/1953",370425N,1183838W,37.0735254,-118.6439192,,,0,0
263357,McGee Mountain,Summit,California,6,Mono,51,Convict Lake,"01/19/1981",12/23/2020,,,,373400N,1184840W,37.5665952,-118.8112263,,,0,0
263359,Mount McGee,Summit,California,6,Fresno,19,Mount Darwin,"01/19/1981","04/15/2017",,,,370820N,1184417W,37.1388212,-118.738153,,,0,0
263381,McKee Hill,Summit,California,6,Tuolumne,109,Liberty Hill,"01/19/1981","02/17/2021",,,,381625N,1200702W,38.2734883,-120.1171416,,,0,0
263452,Mount Mendel,Summit,California,6,Fresno,19,Mount Darwin,"01/19/1981","04/15/2017",,,,371029N,1184056W,37.1748412,-118.6822359,,,0,0
263460,Merriam Peak,Summit,California,6,Fresno,19,Mount Hilgard,"01/19/1981","03/02/2021",Official,Board Decision,"01/01/1982",371833N,1184555W,37.3091265,-118.7652123,,,0,0
263486,Miami Mountain,Summit,California,6,Mariposa,43,Fish Camp,"01/19/1981","04/20/2017",,,,372509N,1194443W,37.4192826,-119.7454025,,,0,0
263550,Middle Sister,Summit,California,6,Mono,51,Desert Creek Peak,"01/19/1981","08/30/2021",,,,383028N,1191744W,38.5078638,-119.2955311,,,0,0
263654,Mount Mills,Summit,California,6,Inyo,27,Mount Abbot,"01/19/1981","02/27/2021",Official,Board Decision,"06/07/1911",372338N,1184724W,37.393853,-118.7899979,,,0,0
263666,Minaret Summit,Summit,California,6,Madera,39,Mammoth Mountain,"01/19/1981","07/21/2018",,,,373923N,1190339W,37.6563018,-119.0607235,,,0,0
263668,Mineral Mountain,Summit,California,6,Alpine,3,Wolf Creek,"01/19/1981",12/18/2020,,,,383136N,1193730W,38.5265358,-119.6251187,,,0,0
263711,Mitchell Peak,Summit,California,6,Tulare,107,Mount Silliman,"01/19/1981","04/14/2017",,,,364356N,1184254W,36.7322781,-118.7149607,,,0,0
263724,Mogul Peak,Summit,California,6,Alpine,3,Heenan Lake,"01/19/1981","01/30/2021",,,,384120N,1194304W,38.6888733,-119.717768,,,0,0
263730,Mokelumne Peak,Summit,California,6,Amador,5,Mokelumne Peak,"01/19/1981","02/26/2021",,,,383217N,1200540W,38.5380449,-120.0943408,,,0,0
263748,Mono Dome,Summit,California,6,Mono,51,Mount Dana,"01/19/1981","04/29/2017",,,,375734N,1191018W,37.9594391,-119.1717188,,,0,0
263753,Mono Rock,Summit,California,6,Fresno,19,Mount Abbot,"01/19/1981","02/27/2021",,,,372617N,1184741W,37.4381029,-118.7948566,,,0,0
263775,Montgomery Peak,Summit,California,6,Mono,51,Boundary Peak,"01/19/1981","03/24/2023",,,,375018N,1182124W,37.838259,-118.3567721,,,0,0
263830,Mount Morgan,Summit,California,6,Inyo,27,Mount Morgan,"01/19/1981","03/03/2021",,,,372419N,1184359W,37.4051772,-118.7329467,,,0,0
263831,Mount Morgan,Summit,California,6,Mono,51,Convict Lake,"01/19/1981",12/23/2020,,,,373041N,1184647W,37.5113171,-118.779836,,,0,0
263837,Moro Rock,Summit,California,6,Tulare,107,Giant Forest,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1928",363239N,1184554W,36.5442315,-118.7648763,,,0,0
263848,Mount Morrison,Summit,California,6,Mono,51,Convict Lake,"01/19/1981",12/23/2020,,,,373341N,1185130W,37.5613867,-118.8582768,,,0,0
263969,Muriel Peak,Summit,California,6,Fresno,19,Mount Darwin,"01/19/1981","04/15/2017",,,,371302N,1184135W,37.2172059,-118.6930998,,,0,0
263988,Musick Mountain,Summit,California,6,Fresno,19,Musick Mountain,"01/19/1981","03/04/2021",,,,371012N,1191832W,37.1699072,-119.3088064,,,0,0
264073,Mount Newcomb,Summit,California,6,Tulare,107,Mount Whitney,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1940",363224N,1181736W,36.5400684,-118.2934108,,,0,0
264230,North Mountain,Summit,California,6,Fresno,19,Cedar Grove,"01/19/1981","04/18/2017",,,,364818N,1183751W,36.805055,-118.6308981,,,0,0
264300,Oat Mountain,Summit,California,6,Fresno,19,Luckett Mountain,"01/19/1981","02/22/2021",,,,365103N,1190936W,36.8507092,-119.160094,,,0,0
264302,Observation Peak,Summit,California,6,Fresno,19,North Palisade,"01/19/1981","04/18/2017",,,,370124N,1183125W,37.0232152,-118.5236653,,,0,0
264350,Mount Olsen,Summit,California,6,Mono,51,Lundy,"01/19/1981","02/22/2021",,,,380227N,1191444W,38.0407754,-119.24557,,,0,0
264450,Painted Lady,Summit,California,6,Fresno,19,Mount Clarence King,"01/19/1981","04/18/2017",,,,364734N,1182358W,36.7928233,-118.3994638,,,0,0
264487,Panther Peak,Summit,California,6,Tulare,107,Lodgepole,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1928",363500N,1184257W,36.5833407,-118.7157479,,,0,0
264531,Parker Peak,Summit,California,6,Mono,51,Koip Peak,"01/19/1981","04/29/2017",,,,374851N,1191103W,37.8142941,-119.1842705,,,0,0
264563,Patterson Mountain,Summit,California,6,Fresno,19,Patterson Mountain,"01/19/1981","03/12/2021",,,,365829N,1190323W,36.9747627,-119.0563807,,,0,0
264565,Mount Patterson,Summit,California,6,Mono,51,Mount Patterson,"01/19/1981","03/03/2021",Official,Board Decision,"01/01/1960",382612N,1191819W,38.4365769,-119.3051453,,,0,0
264573,Pavilion Dome,Summit,California,6,Fresno,19,Mount Henry,"01/19/1981","04/15/2017",,,,371350N,1184832W,37.2306423,-118.8090143,,,0,0
264653,Mount Perkins,Summit,California,6,Inyo,27,Mount Pinchot,"01/19/1981","04/18/2017",,,,365538N,1182253W,36.9271662,-118.381436,,,0,0
264668,Peter Peak,Summit,California,6,Fresno,19,Mount Darwin,"01/19/1981","04/15/2017",,,,370844N,1184445W,37.145548,-118.7458239,,,0,0
264700,Mount Pickering,Summit,California,6,Tulare,107,Mount Whitney,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1940",363138N,1181727W,36.5272735,-118.2908888,,,0,0
264702,Pickett Peak,Summit,California,6,Alpine,3,Freel Peak,"01/19/1981","01/21/2021",,,,384522N,1195411W,38.755985,-119.9031794,,,0,0
264728,Pikes Peak,Summit,California,6,Tuolumne,109,Donnell Lake,"01/19/1981","01/06/2021",Official,Board Decision,"01/01/1979",381538N,1195809W,38.2604653,-119.9691224,,,0,0
264735,Pilot Knob,Summit,California,6,Fresno,19,Mount Hilgard,"01/19/1981","03/02/2021",,,,371624N,1184526W,37.2734051,-118.7571109,,,0,0
264738,Pilot Peak,Summit,California,6,Mariposa,43,Fish Camp,"01/19/1981","04/20/2017",,,,372611N,1194204W,37.4364141,-119.7012416,,,0,0
264746,Mount Pinchot,Summit,California,6,Fresno,19,Mount Pinchot,"01/19/1981","04/18/2017",,,,365650N,1182419W,36.9473279,-118.4052002,,,0,0
264795,Pinoche Peak,Summit,California,6,Mariposa,43,El Portal,"01/19/1981","04/21/2017",,,,373805N,1194632W,37.6346567,-119.7755087,,,0,0
264803,Pinyon Mountain,Summit,California,6,Mono,51,Juniper Mountain,"01/19/1981","02/10/2021",,,,374206N,1181028W,37.7017162,-118.1744349,,,0,0
264813,Piper Peak,Summit,California,6,Inyo,27,Coyote Flat,"01/19/1981",12/24/2020,,,,370933N,1182309W,37.1591824,-118.3857442,,,0,0
264831,Piute Mountain,Summit,California,6,Mono,51,Mount Barcroft,"01/19/1981","03/02/2021",,,,373215N,1181358W,37.5374233,-118.2327005,,,0,0
264988,Post Peak,Summit,California,6,Madera,39,Mount Lyell,"01/19/1981","04/24/2017",Official,Board Decision,"01/01/1932",373741N,1191941W,37.6281298,-119.3279705,,,0,0
265018,Mount Powell,Summit,California,6,Fresno,19,Mount Darwin,"01/19/1981","07/14/2017",Official,Board Decision,"01/01/1983",370819N,1183802W,37.1386737,-118.6340226,,,0,0
265058,Pumice Butte,Summit,California,6,Fresno,19,Crystal Crag,"01/19/1981","07/21/2018",,,,373307N,1190337W,37.5519802,-119.0602844,,,0,0
265077,Pyramid Peak,Summit,California,6,Fresno,19,Mount Pinchot,"01/19/1981","04/18/2017",,,,365423N,1182744W,36.9064125,-118.462111,,,0,0
265100,Quartz Mountain,Summit,California,6,Mariposa,43,Buckhorn Peak,"01/19/1981",12/01/2020,,,,373736N,1200238W,37.6265941,-120.0437985,,,0,0
265241,Raymond Peak,Summit,California,6,Alpine,3,Ebbetts Pass,"01/19/1981","01/09/2021",,,,383613N,1195000W,38.6037242,-119.8332217,,,0,0
265244,Mount Reba,Summit,California,6,Alpine,3,Mokelumne Peak,"01/19/1981","02/26/2021",,,,383027N,1200143W,38.5075658,-120.0286127,,,0,0
265246,Recess Peak,Summit,California,6,Fresno,19,Mount Abbot,"01/19/1981","02/27/2021",,,,372257N,1185120W,37.3824202,-118.8554522,,,0,0
265248,Red and White Mountain,Summit,California,6,Fresno,19,Mount Abbot,"01/19/1981","02/27/2021",,,,372848N,1185126W,37.4798915,-118.8572694,,,0,0
265263,Red Cones,Summit,California,6,Madera,39,Crystal Crag,"01/19/1981","07/21/2018",,,,373516N,1190332W,37.5876933,-119.0587542,,,0,0
265292,Red Lake Peak,Summit,California,6,Alpine,3,Carson Pass,"01/19/1981",12/12/2020,,,,384250N,1195915W,38.7139179,-119.9873703,,,0,0
265294,Red Mountain,Summit,California,6,Fresno,19,Mount Henry,"01/19/1981","04/15/2017",,,,370859N,1184804W,37.1497672,-118.801211,,,0,0
265295,Red Mountain,Summit,California,6,Fresno,19,Dogtooth Peak,"01/19/1981","01/06/2021",,,,371147N,1190654W,37.1963118,-119.1149044,,,0,0
265310,Red Peak,Summit,California,6,Mono,51,Crooked Creek,"01/19/1981",12/29/2020,,,,372840N,1180629W,37.477652,-118.1081023,,,0,0
265332,Red Slate Mountain,Summit,California,6,Fresno,19,Convict Lake,"01/19/1981",12/23/2020,,,,373027N,1185209W,37.5074478,-118.8691504,,,0,0
265367,Mount Reinstein,Summit,California,6,Fresno,19,Mount Goddard,"01/19/1981","04/15/2017",Official,Board Decision,"01/01/1983",370446N,1184418W,37.0794205,-118.7383532,,,0,0
265373,Relief Peak,Summit,California,6,Tuolumne,109,Emigrant Lake,"01/19/1981","04/29/2017",,,,381414N,1194149W,38.2372832,-119.6970779,,,0,0
265376,Repeater Hill,Summit,California,6,Tuolumne,109,Boards Crossing,"01/19/1981",11/20/2020,,,,381510N,1201314W,38.2526902,-120.2205227,,,0,0
265381,Reversed Peak,Summit,California,6,Mono,51,June Lake,"01/19/1981","02/09/2021",,,,374816N,1190558W,37.8044708,-119.0994058,,,0,0
265386,Reynolds Peak,Summit,California,6,Alpine,3,Ebbetts Pass,"01/19/1981","01/09/2021",Official,Board Decision,"01/01/1979",383450N,1195019W,38.5806389,-119.8385678,,,0,0
265439,Mount Rixford,Summit,California,6,Fresno,19,Mount Clarence King,"01/19/1981","04/18/2017",,,,364705N,1182356W,36.7848556,-118.3988868,,,0,0
265509,Rock Mountain,Summit,California,6,Fresno,19,Millerton Lake East,"01/19/1981","02/25/2021",,,,370616N,1193109W,37.1044052,-119.519056,,,0,0
265549,Rodgers Peak,Summit,California,6,Mono,51,Mount Lyell,"01/19/1981","04/24/2017",Official,Board Decision,"01/01/1932",374330N,1191527W,37.7250221,-119.2574617,,,0,0
265604,Round Mountain,Summit,California,6,Inyo,27,Coyote Flat,"01/19/1981",12/24/2020,,,,371227N,1182558W,37.2076347,-118.4326715,,,0,0
265618,Round Top,Summit,California,6,Alpine,3,Caples Lake,"01/19/1981",12/10/2020,,,,383949N,1200005W,38.6635535,-120.0012701,,,0,0
265628,Round Valley Peak,Summit,California,6,Inyo,27,Mount Morgan,"01/19/1981","03/03/2021",Official,Board Decision,"01/01/1911",372656N,1184055W,37.4489183,-118.6818623,,,0,0
265639,Royce Peak,Summit,California,6,Fresno,19,Mount Hilgard,"01/19/1981","03/02/2021",Official,Board Decision,"01/01/1982",371905N,1184615W,37.3181738,-118.7708958,,,0,0
265683,Mount Ruskin,Summit,California,6,Fresno,19,Mount Pinchot,"01/19/1981","04/18/2017",,,,365842N,1182824W,36.9784671,-118.4733528,,,0,0
265703,Sachse Monument,Summit,California,6,Tuolumne,109,Emigrant Lake,"01/19/1981","01/12/2021",,,,380909N,1194019W,38.1526307,-119.6720437,,,0,0
265718,Sadler Peak,Summit,California,6,Madera,39,Mount Lyell,"01/19/1981","04/24/2017",,,,373819N,1191624W,37.6385754,-119.2733529,,,0,0
265722,Sage Hen Peak,Summit,California,6,Mono,51,Crooked Creek,"01/19/1981",12/29/2020,,,,372843N,1180509W,37.478624,-118.085819,,,0,0
265729,Sagehen Peak,Summit,California,6,Mono,51,Dexter Canyon,"01/19/1981","01/05/2021",,,,375109N,1185030W,37.8526245,-118.8417923,,,0,0
265802,San Joaquin Mountain,Summit,California,6,Mono,51,Mammoth Mountain,"01/19/1981","07/21/2018",,,,374309N,1190622W,37.7190941,-119.1062002,,,0,0
265878,Sawmill Mountain,Summit,California,6,Tuolumne,109,Ascension Mountain,"01/19/1981","04/24/2017",,,,374936N,1195611W,37.8267289,-119.9364083,,,0,0
265882,Sawmill Point,Summit,California,6,Inyo,27,Aberdeen,"01/19/1981","04/18/2017",,,,365501N,1181914W,36.9170122,-118.3205805,,,0,0
265953,Scylla,Summit,California,6,Fresno,19,Mount Goddard,"01/19/1981","04/15/2017",Official,Board Decision,"01/01/1964",370448N,1184123W,37.0801291,-118.6896676,,,0,0
265993,Mount Senger,Summit,California,6,Fresno,19,Mount Hilgard,"01/19/1981","03/02/2021",,,,371640N,1185130W,37.2777025,-118.8583949,,,0,0
265994,Sentinel Dome,Summit,California,6,Fresno,19,Cedar Grove,"01/19/1981","04/18/2017",,,,364532N,1183841W,36.7588304,-118.6447351,,,0,0
266037,Mount Shakspere,Summit,California,6,Fresno,19,North Palisade,"01/19/1981","04/18/2017",,,,370212N,1183157W,37.0366669,-118.5325724,,,0,0
266073,Sheep Mountain,Summit,California,6,Mono,51,Mount Barcroft,"01/19/1981","03/02/2021",,,,373139N,1181305W,37.527503,-118.2180429,,,0,0
266145,Shovel Grave,Summit,California,6,Calaveras,9,Calaveras Dome,"01/19/1981",12/04/2020,,,,382858N,1201159W,38.4827611,-120.1997324,,,0,0
266190,Silver Hill,Summit,California,6,Alpine,3,Heenan Lake,"01/19/1981","01/30/2021",,,,383817N,1194158W,38.6379668,-119.6993926,,,0,0
266193,Silver Knob,Summit,California,6,Mariposa,43,Fish Camp,"01/19/1981","04/20/2017",,,,372557N,1194059W,37.4326157,-119.6829261,,,0,0
266202,Silver Peak,Summit,California,6,Alpine,3,Ebbetts Pass,"01/19/1981","01/09/2021",,,,383402N,1194529W,38.5671228,-119.7579327,,,0,0
266298,Slide Mountain,Summit,California,6,Tuolumne,109,Matterhorn Peak,"01/19/1981","02/24/2021",,,,380217N,1192704W,38.0380892,-119.4511162,,,0,0
266332,Smith Peak,Summit,California,6,Tuolumne,109,Jawbone Ridge,"01/19/1981","02/09/2021",,,,374803N,1200603W,37.8007045,-120.1007742,,,0,0
266430,Bear Mountain,Summit,California,6,Fresno,19,Nelson Mountain,"01/19/1981","03/05/2021",,,,370547N,1190539W,37.096377,-119.0941419,,,0,0
266486,Brown Peak,Summit,California,6,Fresno,19,Dogtooth Peak,"01/19/1981","01/06/2021",,,,370732N,1190326W,37.1254444,-119.0571332,,,0,0
266502,Buckingham Mountain,Summit,California,6,Mariposa,43,Buckingham Mountain,"01/19/1981",12/01/2020,,,,373123N,1195131W,37.5231283,-119.8585313,,,0,0
266507,Bug Table,Summit,California,6,Madera,39,North Fork,"01/19/1981","03/06/2021",,,,370742N,1193439W,37.1282082,-119.5775218,,,0,0
266529,Campito Mountain,Summit,California,6,Mono,51,Blanco Mountain,"01/19/1981",11/19/2020,,,,372955N,1181205W,37.4986709,-118.201352,,,0,0
266670,Eagle Peak,Summit,California,6,Fresno,19,Nelson Mountain,"01/19/1981","03/05/2021",,,,370518N,1190059W,37.0883459,-119.01649,,,0,0
266703,Feliciana Mountain,Summit,California,6,Mariposa,43,Feliciana Mountain,"01/19/1981","01/13/2021",,,,373538N,1195509W,37.593908,-119.9191761,,,0,0
266710,Fish Creek Mountain,Summit,California,6,Madera,39,North Fork,"01/19/1981","03/06/2021",,,,370954N,1193439W,37.1649086,-119.5773687,,,0,0
266723,Fowler Mountain,Summit,California,6,Madera,39,North Fork,"01/19/1981","03/06/2021",,,,370839N,1193148W,37.1442719,-119.5299739,,,0,0
266767,Granite Mountain,Summit,California,6,Mono,51,Cowtrack Mountain,"01/19/1981",12/24/2020,,,,375527N,1184616W,37.92426,-118.7710599,,,0,0
266772,Greeley Hill,Summit,California,6,Mariposa,43,Coulterville,"01/19/1981",12/23/2020,,,,374434N,1200919W,37.7428438,-120.1553644,,,0,0
266790,Hall Mountain,Summit,California,6,Fresno,19,Nelson Mountain,"01/19/1981","03/05/2021",,,,370148N,1190037W,37.0301326,-119.0103588,,,0,0
266827,Horseshoe Bend Mountain,Summit,California,6,Mariposa,43,Coulterville,"01/19/1981",12/23/2020,,,,374052N,1201235W,37.6811563,-120.2098317,,,0,0
266840,Hunter Valley Mountain,Summit,California,6,Mariposa,43,Coulterville,"01/19/1981",12/23/2020,,,,373831N,1201334W,37.641872,-120.2260081,,,0,0
266886,Kirby Peak,Summit,California,6,Mariposa,43,Buckingham Mountain,"01/19/1981",12/01/2020,,,,373120N,1194725W,37.5221255,-119.790145,,,0,0
266973,Marble Point,Summit,California,6,Fresno,19,Nelson Mountain,"01/19/1981","03/05/2021",,,,370634N,1190620W,37.1093851,-119.1056602,,,0,0
267038,Mountain View Peak,Summit,California,6,Madera,39,North Fork,"01/19/1981","03/06/2021",,,,371036N,1193636W,37.1765581,-119.6099365,,,0,0
267057,Nelson Mountain,Summit,California,6,Fresno,19,Nelson Mountain,"01/19/1981","03/05/2021",,,,370522N,1190257W,37.0894611,-119.0490759,,,0,0
267117,Peñon Blanco Point,Summit,California,6,Mariposa,43,Coulterville,"01/19/1981",12/24/2020,Official,Board Decision,"01/01/1899",374446N,1201421W,37.7460123,-120.2392579,,,0,0
267264,Smiley Mountain,Summit,California,6,Madera,39,North Fork,"01/19/1981","03/06/2021",,,,371437N,1193356W,37.2435791,-119.565613,,,0,0
267388,Mount Solomons,Summit,California,6,Fresno,19,Mount Goddard,"01/19/1981","04/15/2017",Official,Board Decision,"01/01/1968",370623N,1184027W,37.1064573,-118.6742203,,,0,0
267396,Sontag Point,Summit,California,6,Fresno,19,Verplank Ridge,"01/19/1981","02/27/2021",Official,Board Decision,"01/01/1966",364507N,1190454W,36.7520442,-119.0817879,,,0,0
267400,Source Point,Summit,California,6,Madera,39,Cascadel Point,"01/19/1981",12/12/2020,,,,371328N,1192321W,37.2244199,-119.3891876,,,0,0
267532,South Sister,Summit,California,6,Mono,51,Mount Patterson,"01/19/1981",,,,,382857N,1191801W,38.4824145,-119.3001579,,,0,0
267656,Stag Dome,Summit,California,6,Fresno,19,Cedar Grove,"01/19/1981","04/18/2017",,,,364915N,1184204W,36.8208156,-118.7012295,,,0,0
267689,Mount Starr,Summit,California,6,Inyo,27,Mount Abbot,"01/19/1981","02/27/2021",Official,Board Decision,"01/01/1939",372544N,1184555W,37.4290273,-118.7651963,,,0,0
267701,State Peak,Summit,California,6,Fresno,19,Marion Peak,"01/19/1981","04/18/2017",,,,365555N,1183244W,36.9319791,-118.5454291,,,0,0
267734,Stevens Peak,Summit,California,6,Alpine,3,Carson Pass,"01/19/1981",12/12/2020,,,,384401N,1195858W,38.7335294,-119.9826478,,,0,0
267809,Streeter Mountain,Summit,California,6,Mariposa,43,Mariposa,"01/19/1981","04/07/2021",,,,372650N,1195246W,37.4470881,-119.8794904,,,0,0
267861,Sugarloaf,Summit,California,6,Tulare,107,Mount Silliman,"01/19/1981","04/14/2017",,,,364350N,1183932W,36.7304833,-118.6588253,,,0,0
267862,Sugarloaf,Summit,California,6,Inyo,27,Coyote Flat,"01/19/1981",12/24/2020,,,,371103N,1182609W,37.1841907,-118.4358371,,,0,0
267871,Sugarloaf Hill,Summit,California,6,Fresno,19,Auberry,"01/19/1981",11/05/2020,,,,370716N,1192338W,37.1210024,-119.3940201,,,0,0
267976,Sunset Point,Summit,California,6,Fresno,19,Huntington Lake,"01/19/1981","02/04/2021",,,,371301N,1191422W,37.2169101,-119.2393969,,,0,0
267977,Sunset Rock,Summit,California,6,Tulare,107,Giant Forest,"01/19/1981","04/14/2017",,,,363433N,1184629W,36.5757145,-118.7745904,,,0,0
268029,Sweetwater Point,Summit,California,6,Mariposa,43,Feliciana Mountain,"01/19/1981","01/13/2021",,,,373412N,1195308W,37.5699122,-119.8855658,,,0,0
268038,Switchback Peak,Summit,California,6,Tulare,107,Giant Forest,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1928",363220N,1184727W,36.5387735,-118.7908025,,,0,0
268048,Table Mountain,Summit,California,6,Inyo,27,Mount Thompson,"01/19/1981","04/15/2017",Official,Board Decision,"01/01/1915",371107N,1183456W,37.1852228,-118.5821922,,,0,0
268054,Table Mountain,Summit,California,6,Fresno,19,Millerton Lake East,"01/19/1981","02/25/2021",,,,370107N,1193628W,37.0186278,-119.6077571,,,0,0
268095,Tawny Point,Summit,California,6,Tulare,107,Mount Brewer,"01/19/1981","04/14/2017",,,,363743N,1182234W,36.6285073,-118.3760037,,,0,0
268166,Texas Hill,Summit,California,6,Mariposa,43,Buckhorn Peak,"01/19/1981",12/01/2020,,,,374134N,1200101W,37.6927365,-120.0169005,,,0,0
268180,The Citadel,Summit,California,6,Fresno,19,North Palisade,"01/19/1981","04/18/2017",,,,370355N,1183640W,37.0652267,-118.6111447,,,0,0
268190,The Hermit,Summit,California,6,Fresno,19,Mount Darwin,"01/19/1981","04/15/2017",,,,370946N,1184307W,37.1628967,-118.7184869,,,0,0
268193,The Hunchback,Summit,California,6,Inyo,27,Mount Thompson,"01/19/1981","04/15/2017",,,,371044N,1183128W,37.1787769,-118.5243145,,,0,0
268196,The Jumpoff,Summit,California,6,Mono,51,Boundary Peak,"01/19/1981","05/14/2021",,,,374846N,1182108W,37.8128013,-118.352265,,,0,0
268199,The Miter,Summit,California,6,Tulare,107,Mount Whitney,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1937",363206N,1181553W,36.5349986,-118.2647245,,,0,0
268202,The Nipple,Summit,California,6,Alpine,3,Carson Pass,"01/19/1981",12/12/2020,,,,383824N,1195559W,38.639953,-119.9330097,,,0,0
268215,Thimble Peak,Summit,California,6,Alpine,3,Caples Lake,"01/19/1981",12/10/2020,,,,383945N,1200338W,38.6624871,-120.0605147,,,0,0
268238,Thompson Peak,Summit,California,6,Tuolumne,109,Duckwall Mountain,"01/19/1981","01/08/2021",,,,375957N,1200408W,37.9991853,-120.0689963,,,0,0
268239,Thompson Peak,Summit,California,6,El Dorado,17,Freel Peak,"01/19/1981","01/21/2021",,,,384748N,1195638W,38.7966284,-119.9440127,,,0,0
268245,Thor Peak,Summit,California,6,Inyo,27,Mount Whitney,"01/19/1981","04/14/2017",,,,363437N,1181557W,36.5768549,-118.2657399,,,0,0
268259,Three Sisters,Summit,California,6,Fresno,19,Dogtooth Peak,"01/19/1981","01/06/2021",,,,370828N,1190339W,37.1412263,-119.0607852,,,0,0
268265,Thunder Hill,Summit,California,6,Tuolumne,109,Boards Crossing,"01/19/1981",11/20/2020,,,,381708N,1201023W,38.285551,-120.1729769,,,0,0
268297,Tioga Peak,Summit,California,6,Mono,51,Mount Dana,"01/19/1981","04/29/2017",,,,375658N,1191447W,37.9494319,-119.2463993,,,0,0
268306,Tivy Mountain,Summit,California,6,Fresno,19,Pine Flat Dam,"01/19/1981","03/12/2021",,,,364801N,1192133W,36.8003623,-119.359258,,,0,0
