feature_id,feature_name,feature_class,state_name,state_numeric,county_name,county_numeric,map_name,date_created,date_edited,bgn_type,bgn_authority,bgn_date,prim_lat_dms,prim_long_dms,prim_lat_dec,prim_long_dec,source_lat_dms,source_long_dms,source_lat_dec,source_long_dec
268341,Mount Tom,Summit,California,6,Fresno,19,Balloon Dome,"01/19/1981",11/11/2020,,,,372233N,1191045W,37.3757302,-119.1791014,,,0,0
268369,Trabuco Mountain,Summit,California,6,Madera,39,O'Neals,"01/19/1981","09/16/2021",,,,371448N,1194415W,37.2467838,-119.7374463,,,0,0
268421,Trojan Peak,Summit,California,6,Inyo,27,Mount Williamson,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1951",363832N,1181855W,36.6423223,-118.3152859,,,0,0
268443,Trumbull Peak,Summit,California,6,Mariposa,43,El Portal,"01/19/1981","04/21/2017",Official,Board Decision,"01/01/1897",374116N,1195141W,37.6878886,-119.8614888,,,0,0
268445,Tryon Peak,Summit,California,6,Alpine,3,Ebbetts Pass,"01/19/1981","01/09/2021",,,,383118N,1194717W,38.5217975,-119.7879432,,,0,0
268469,Tunnabora Peak,Summit,California,6,Inyo,27,Mount Whitney,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1928",363618N,1181656W,36.6051277,-118.2821847,,,0,0
268558,Two Teats,Summit,California,6,Madera,39,Mammoth Mountain,"01/19/1981","07/21/2018",,,,374243N,1190600W,37.7120203,-119.100023,,,0,0
268681,Vennacher Needle,Summit,California,6,Fresno,19,Mount Pinchot,"01/19/1981","04/18/2017",,,,365956N,1182826W,36.9987692,-118.4738419,,,0,0
268712,Volcanic Knob,Summit,California,6,Fresno,19,Graveyard Peak,"01/19/1981","01/26/2021",,,,372349N,1185322W,37.3969729,-118.8893617,,,0,0
268762,Mount Wallace,Summit,California,6,Fresno,19,Mount Darwin,"01/19/1981","04/15/2017",,,,370849N,1183924W,37.1468068,-118.6567979,,,0,0
268790,Mount Warren,Summit,California,6,Mono,51,Mount Dana,"01/19/1981","07/14/2017",,,,375924N,1191324W,37.989934,-119.2233573,,,0,0
268809,Waterhouse Peak,Summit,California,6,El Dorado,17,Freel Peak,"01/19/1981","01/21/2021",,,,384634N,1195754W,38.7761463,-119.9649098,,,0,0
268821,Wawona Dome,Summit,California,6,Mariposa,43,Mariposa Grove,"01/19/1981","04/20/2017",Official,Board Decision,"01/01/1932",373322N,1193647W,37.5560411,-119.6129202,,,0,0
268822,Wawona Point,Summit,California,6,Mariposa,43,Mariposa Grove,"01/19/1981","04/20/2017",Official,Board Decision,"01/01/1932",373107N,1193602W,37.518574,-119.6005832,,,0,0
268957,Wheel Mountain,Summit,California,6,Fresno,19,Mount Goddard,"01/19/1981","04/15/2017",,,,370248N,1183746W,37.0467269,-118.629452,,,0,0
268961,Wheeler Peak,Summit,California,6,Mono,51,Mount Patterson,"01/19/1981","03/03/2021",,,,382507N,1191719W,38.4186396,-119.2886292,,,0,0
269112,Williams Butte,Summit,California,6,Mono,51,Lee Vining,"01/19/1981","02/17/2021",,,,375509N,1190654W,37.919098,-119.1150425,,,0,0
269195,Wilson Butte,Summit,California,6,Mono,51,June Lake,"01/19/1981","02/09/2021",,,,374702N,1190134W,37.7837655,-119.0261581,,,0,0
269219,Mount Winchell,Summit,California,6,Inyo,27,North Palisade,"01/19/1981","04/18/2017",,,,370617N,1183134W,37.1045961,-118.5261656,,,0,0
269224,Window Peak,Summit,California,6,Fresno,19,Mount Pinchot,"01/19/1981","04/18/2017",,,,365324N,1182733W,36.8899306,-118.4591044,,,0,0
269233,Windy Peak,Summit,California,6,Fresno,19,Marion Peak,"01/19/1981","04/18/2017",,,,365821N,1183640W,36.9726041,-118.6110207,,,0,0
269284,Mount Wood,Summit,California,6,Mono,51,Koip Peak,"01/19/1981","04/29/2017",,,,374833N,1190957W,37.8092435,-119.1659474,,,0,0
269309,Mount Woodworth,Summit,California,6,Fresno,19,North Palisade,"01/19/1981","04/18/2017",,,,370132N,1183701W,37.0254451,-118.6170058,,,0,0
269328,Mount Wynne,Summit,California,6,Fresno,19,Mount Pinchot,"01/19/1981","04/18/2017",Official,Board Decision,"01/01/1932",365617N,1182411W,36.9380113,-118.4029183,,,0,0
269373,Mount Young,Summit,California,6,Tulare,107,Mount Whitney,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1909",363452N,1181939W,36.5810416,-118.3276232,,,0,0
269384,Yucca Mountain,Summit,California,6,Tulare,107,Giant Forest,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1928",363418N,1185212W,36.5716423,-118.8701233,,,0,0
269542,Angora Mountain,Summit,California,6,Tulare,107,Kern Lake,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1938",361552N,1182646W,36.2643257,-118.446047,,,0,0
269655,Ball Mountain,Summit,California,6,Tulare,107,Long Canyon,"01/19/1981","02/18/2021",,,,360350N,1180538W,36.0638792,-118.0939772,,,0,0
269709,Battle Mountain,Summit,California,6,Tulare,107,Dennison Peak,"01/19/1981","04/14/2017",,,,361508N,1184723W,36.2522144,-118.7895922,,,0,0
269813,Big Campbell,Summit,California,6,Tulare,107,Globe,"01/19/1981","01/22/2021",,,,360533N,1185209W,36.0924969,-118.8690995,,,0,0
269907,Blackrock Mountain,Summit,California,6,Tulare,107,Casa Vieja Meadows,"01/19/1981",12/12/2020,,,,361045N,1181641W,36.1791648,-118.2779989,,,0,0
269920,Blossom Peak,Summit,California,6,Tulare,107,Kaweah,"01/19/1981","05/22/2017",,,,362526N,1185320W,36.4238657,-118.8889545,,,0,0
270140,Cahoon Mountain,Summit,California,6,Tulare,107,Dennison Peak,"01/19/1981","04/28/2017",,,,362223N,1184920W,36.3730391,-118.8222747,,,0,0
270329,Case Mountain,Summit,California,6,Tulare,107,Case Mountain,"01/19/1981","04/14/2017",,,,362440N,1184811W,36.411199,-118.8031402,,,0,0
270342,Castle Rock,Summit,California,6,Tulare,107,Hockett Peak,"01/19/1981","02/02/2021",,,,361038N,1182732W,36.1772116,-118.4588745,,,0,0
270482,Cirque Peak,Summit,California,6,Inyo,27,Cirque Peak,"01/19/1981","05/01/2017",,,,362837N,1181413W,36.4769355,-118.2369766,,,0,0
270572,Comb Rocks,Summit,California,6,Tulare,107,Kaweah,"01/19/1981","05/03/2017",,,,362838N,1185403W,36.4773559,-118.9009665,,,0,0
270648,Cow Mountain,Summit,California,6,Tulare,107,Globe,"01/19/1981","01/22/2021",,,,360328N,1184707W,36.0578605,-118.7853141,,,0,0
270673,Coyote Peaks,Summit,California,6,Tulare,107,Kern Lake,"01/19/1981","09/28/2018",Official,Board Decision,"01/01/1928",361844N,1182651W,36.3120872,-118.4473675,,,0,0
270681,Crag Peak,Summit,California,6,Tulare,107,Crag Peak,"01/19/1981",12/24/2020,,,,360642N,1180912W,36.1117599,-118.1534459,,,0,0
270803,Deer Island,Summit,California,6,Tulare,107,Monache Mountain,"01/19/1981","02/26/2021",,,,361129N,1180903W,36.1913081,-118.1509115,,,0,0
270808,Deer Mountain,Summit,California,6,Tulare,107,Haiwee Pass,"01/19/1981","01/27/2021",,,,360858N,1180726W,36.1494326,-118.1237835,,,0,0
270838,Dennison Mountain,Summit,California,6,Tulare,107,Moses Mountain,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1928",361906N,1184447W,36.3184137,-118.7462563,,,0,0
270840,Dennison Peak,Summit,California,6,Tulare,107,Dennison Peak,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1928",361749N,1184536W,36.2970284,-118.760051,,,0,0
271022,Mount Eisen,Summit,California,6,Tulare,107,Mineral King,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1941",362954N,1183407W,36.4982813,-118.5685054,,,0,0
271063,Empire Mountain,Summit,California,6,Tulare,107,Mineral King,"01/19/1981","04/14/2017",,,,362802N,1183438W,36.467275,-118.5772089,,,0,0
271160,Mount Florence,Summit,California,6,Tulare,107,Mineral King,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1904",362422N,1183303W,36.4062211,-118.5508697,,,0,0
271391,Granite Knob,Summit,California,6,Tulare,107,Monache Mountain,"01/19/1981","02/26/2021",,,,360912N,1181330W,36.1533741,-118.2248971,,,0,0
271594,Hockett Peak,Summit,California,6,Tulare,107,Hockett Peak,"01/19/1981","02/02/2021",,,,361315N,1182311W,36.2209451,-118.3862821,,,0,0
271628,Horn Mountain,Summit,California,6,Tulare,107,Case Mountain,"01/19/1981","04/14/2017",,,,362403N,1185035W,36.4007319,-118.8431518,,,0,0
271751,Jackass Peak,Summit,California,6,Tulare,107,Monache Mountain,"01/19/1981","02/26/2021",,,,360816N,1181228W,36.1376798,-118.2076519,,,0,0
271808,Johnson Peak,Summit,California,6,Tulare,107,Johnson Peak,"01/19/1981","04/14/2017",,,,362511N,1182001W,36.4198274,-118.3334759,,,0,0
271822,Jordan Peak,Summit,California,6,Tulare,107,Camp Nelson,"01/19/1981",12/08/2020,,,,361054N,1183553W,36.1816066,-118.5979183,,,0,0
272206,Lookout Mountain,Summit,California,6,Tulare,107,Durrwood Creek,"01/19/1981",11/20/2020,,,,360328N,1182231W,36.0577182,-118.3753623,,,0,0
272311,Maggie Mountain,Summit,California,6,Tulare,107,Quinn Peak,"01/19/1981","04/14/2017",,,,361549N,1183708W,36.2636202,-118.6188197,,,0,0
272332,Manzanita Knob,Summit,California,6,Tulare,107,Casa Vieja Meadows,"01/19/1981",12/12/2020,,,,361231N,1181829W,36.208634,-118.3081047,,,0,0
272460,Milk Ranch Peak,Summit,California,6,Tulare,107,Case Mountain,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1946",362900N,1184651W,36.4833739,-118.7809353,,,0,0
272491,Mineral Peak,Summit,California,6,Tulare,107,Mineral King,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1928",362648N,1183354W,36.4467229,-118.5651305,,,0,0
272523,Monache Mountain,Summit,California,6,Tulare,107,Monache Mountain,"01/19/1981","02/26/2021",,,,361219N,1181147W,36.2053685,-118.1963055,,,0,0
272567,Moses Mountain,Summit,California,6,Tulare,107,Moses Mountain,"01/19/1981","04/14/2017",,,,361643N,1184051W,36.2787221,-118.6808097,,,0,0
272589,Muah Mountain,Summit,California,6,Inyo,27,Cirque Peak,"01/19/1981","04/14/2017",,,,362402N,1180731W,36.4006913,-118.1251398,,,0,0
273095,Potato Hill,Summit,California,6,Tulare,107,Chickencoop Canyon,"01/19/1981","05/22/2021",,,,361912N,1185639W,36.3199067,-118.9442135,,,0,0
273159,Quinn Peak,Summit,California,6,Tulare,107,Quinn Peak,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1928",362005N,1183522W,36.3345918,-118.589422,,,0,0
273294,River Hill,Summit,California,6,Tulare,107,Case Mountain,"01/19/1981","04/14/2017",,,,362747N,1184913W,36.4631104,-118.8203302,,,0,0
273367,Round Mountain,Summit,California,6,Tulare,107,Haiwee Pass,"01/19/1981","01/27/2021",,,,361121N,1180426W,36.1892584,-118.0739971,,,0,0
273600,Schaeffer Mountain,Summit,California,6,Tulare,107,Durrwood Creek,"01/19/1981","01/08/2021",,,,360417N,1182345W,36.0713807,-118.3957798,,,0,0
273673,Shepherd Peak,Summit,California,6,Tulare,107,Kaweah,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1928",362929N,1185241W,36.4912598,-118.8781216,,,0,0
273767,Smith Mountain,Summit,California,6,Tulare,107,Monache Mountain,"01/19/1981","02/26/2021",,,,360738N,1181327W,36.1272289,-118.224235,,,0,0
273772,Snail Head,Summit,California,6,Tulare,107,Globe,"01/19/1981","01/22/2021",,,,360718N,1184845W,36.1217318,-118.8123893,,,0,0
274080,Tharps Peak,Summit,California,6,Tulare,107,Kaweah,"01/19/1981","04/14/2017",Official,Board Decision,"01/01/1968",362343N,1185556W,36.3952108,-118.9323112,,,0,0
274093,The Needles,Summit,California,6,Tulare,107,Durrwood Creek,"01/19/1981","01/08/2021",,,,360635N,1182906W,36.1096098,-118.4848625,,,0,0
274142,Timosea Peak,Summit,California,6,Inyo,27,Bartlett,"01/19/1981",11/11/2020,,,,362727N,1180514W,36.4576012,-118.0872574,,,0,0
274174,Tower Rock,Summit,California,6,Tulare,107,Kern Lake,"01/19/1981","04/14/2017",,,,362020N,1182349W,36.3389801,-118.3969452,,,0,0
274182,Trail Peak,Summit,California,6,Tulare,107,Cirque Peak,"01/19/1981","04/14/2017",,,,362539N,1181126W,36.4275881,-118.1905878,,,0,0
274213,Tulare Peak,Summit,California,6,Tulare,107,Mineral King,"01/19/1981","04/14/2017",,,,362443N,1183348W,36.4120186,-118.5634356,,,0,0
274316,Vandever Mountain,Summit,California,6,Tulare,107,Mineral King,"01/19/1981","04/14/2017",,,,362354N,1183452W,36.3983577,-118.581235,,,0,0
274565,Wonoga Peak,Summit,California,6,Inyo,27,Bartlett,"01/19/1981",11/11/2020,,,,362858N,1180705W,36.4828096,-118.118028,,,0,0
274638,Miners Nose,Summit,California,6,Tulare,107,Mineral King,"06/14/2000","04/14/2017",,,,362635N,1183619W,36.4429217,-118.6053599,,,0,0
274657,Mono Jim Peak,Summit,California,6,Mono,51,Convict Lake,"06/14/2000",12/23/2020,Official,Board Decision,"01/01/1987",373420N,1185108W,37.5721856,-118.8521626,,,0,0
274667,Mount Anna Mills,Summit,California,6,Tulare,107,Johnson Peak,"05/01/1989","04/14/2017",Official,Board Decision,"01/01/1985",362828N,1182100W,36.4744972,-118.3500768,,,0,0
274668,Mount Ansel Adams,Summit,California,6,Madera,39,Mount Lyell,"05/01/1989","04/24/2017",Official,Board Decision,"01/01/1984",374153N,1191654W,37.6979683,-119.2815963,,,0,0
274693,Mount Ian Campbell,Summit,California,6,Fresno,19,Mount Givens,11/01/1989,"03/02/2021",Official,Board Decision,"01/01/1982",371542N,1190113W,37.2617081,-119.0202309,,,0,0
274711,Hengst Peak,Summit,California,6,Tulare,107,Mineral King,"02/01/1990","04/14/2017",Official,Board Decision,"01/01/1980",362438N,1183718W,36.4104239,-118.6217259,,,0,0
274712,Deadwood Peak,Summit,California,6,Alpine,3,Carson Pass,"02/01/1990",12/12/2020,Official,Board Decision,"01/01/1980",383743N,1195933W,38.6285383,-119.9925634,,,0,0
274714,Thunder Mountain,Summit,California,6,Amador,5,Caples Lake,"02/01/1990",12/10/2020,Official,Board Decision,"01/01/1980",384027N,1200526W,38.674271,-120.0906432,,,0,0
274726,Earthquake Dome,Summit,California,6,Mono,51,Old Mammoth,"06/01/1990","07/21/2018",Official,Board Decision,"01/01/1990",373957N,1185959W,37.6658768,-118.9997176,,,0,0
274727,Dry Creek Knoll,Summit,California,6,Mono,51,Old Mammoth,"06/01/1990","03/09/2021",Official,Board Decision,"01/01/1990",374041N,1185909W,37.6779846,-118.9859579,,,0,0
274728,Mammoth Knolls,Summit,California,6,Mono,51,Old Mammoth,"06/01/1990","03/09/2021",Official,Board Decision,"01/01/1990",373932N,1185844W,37.6589373,-118.9789904,,,0,0
274729,Gilbert Peak,Summit,California,6,Mono,51,Old Mammoth,"06/01/1990","03/09/2021",Official,Board Decision,"01/01/1990",374155N,1185424W,37.6986979,-118.9066623,,,0,0
275821,Obsidian Dome,Summit,California,6,Mono,51,June Lake,"09/01/1992","02/19/2021",,,,374532N,1190114W,37.7589574,-119.0206022,,,0,0
275934,Mount Sampson,Summit,California,6,Fresno,19,Verplank Ridge,"09/01/1992","04/30/2021",,,,364601N,1190548W,36.7668918,-119.0967798,,,0,0
276307,Doc Peak,Summit,California,6,Tulare,107,Casa Vieja Meadows,"09/01/1992",12/15/2020,,,,361221N,1181628W,36.2058905,-118.2743238,,,0,0
276392,Yucca Point,Summit,California,6,Fresno,19,Hume,"09/01/1992","04/18/2017",,,,364945N,1185352W,36.8291808,-118.8976562,,,0,0
277260,White Wing Mountain,Summit,California,6,Mono,51,Mammoth Mountain,12/01/1992,"07/21/2018",Official,Board Decision,"01/01/1990",374332N,1190246W,37.725483,-119.0462407,,,0,0
277451,Crooks Peak,Summit,California,6,Inyo,27,Mount Whitney,"07/01/1993","04/14/2017",Official,Congressional Legislation,"01/01/1990",363428N,1181727W,36.5744088,-118.2907171,,,0,0
1652834,Melissa Coray Peak,Summit,California,6,Alpine,3,Caples Lake,11/01/1993,12/10/2020,Official,Board Decision,"01/01/1993",383906N,1200222W,38.6517639,-120.0394651,,,0,0
1654339,Mount Emma,Summit,California,6,Mono,51,Fales Hot Springs,"01/19/1981","01/13/2021",,,,381637N,1192835W,38.2770659,-119.4762643,,,0,0
1654340,Mount Knight,Summit,California,6,Tuolumne,109,Crandall Peak,"01/19/1981",12/24/2020,,,,381000N,1201422W,38.1667826,-120.2395586,,,0,0
1654900,Panorama Point,Summit,California,6,Mariposa,43,Half Dome,"01/19/1981","05/06/2017",Official,Board Decision,"01/01/1932",374259N,1193326W,37.7165058,-119.5573048,,,0,0
1654968,Stanford Point,Summit,California,6,Mariposa,43,El Capitan,"01/19/1981",11/18/2025,Official,Board Decision,"01/01/1932",374223N,1193959W,37.7064221,-119.6663928,,,0,0
1654969,Stanton Peak,Summit,California,6,Tuolumne,109,Dunderberg Peak,"01/19/1981","04/29/2017",Official,Board Decision,"01/01/1932",380327N,1192146W,38.0575851,-119.3628824,,,0,0
1655116,Peckinpah Mountain,Summit,California,6,Madera,39,Shuteye Peak,10/01/1994,"04/01/2021",Official,Board Decision,"01/01/1994",371629N,1192802W,37.2747017,-119.4670858,,,0,0
1655805,Bald Hill,Summit,California,6,Mariposa,43,Catheys Valley,"01/19/1981","05/22/2021",,,,372915N,1200542W,37.48741,-120.0948861,,,0,0
1655809,Mount Baldwin,Summit,California,6,Mono,51,Convict Lake,"01/19/1981",12/23/2020,,,,373155N,1185105W,37.5320615,-118.851269,,,0,0
1655854,Bull Run Rock,Summit,California,6,Tuolumne,109,Donnell Lake,"01/19/1981","01/06/2021",Official,Board Decision,"01/01/1979",381519N,1195634W,38.2551706,-119.9428411,,,0,0
1655869,Cape Horn,Summit,California,6,Fresno,19,Courtright Reservoir,"01/19/1981",12/24/2020,,,,370244N,1185524W,37.0456042,-118.923367,,,0,0
1655897,Cienega Mirth,Summit,California,6,Inyo,27,Coyote Flat,"01/19/1981",12/24/2020,,,,370805N,1182733W,37.1347813,-118.4590556,,,0,0
1655936,Crater Mountain,Summit,California,6,Inyo,27,Fish Springs,"01/19/1981","01/15/2021",,,,370649N,1181801W,37.1135441,-118.3003246,,,0,0
1655986,Ebbetts Peak,Summit,California,6,Alpine,3,Ebbetts Pass,"01/19/1981","01/09/2021",,,,383252N,1194852W,38.547681,-119.8143327,,,0,0
1655991,Elbow Hill,Summit,California,6,Tuolumne,109,Falls Ridge,"01/19/1981","04/29/2017",Official,Board Decision,"01/01/1932",375815N,1192410W,37.9707081,-119.4028525,,,0,0
1656001,Epidote Peak,Summit,California,6,Mono,51,Dunderberg Peak,"01/19/1981","04/29/2017",,,,380334N,1191817W,38.0595123,-119.3048241,,,0,0
1656021,Folger Peak,Summit,California,6,Alpine,3,Dardanelles Cone,"01/19/1981",12/30/2020,,,,382944N,1194858W,38.4956702,-119.8162381,,,0,0
1656053,Guadalupe Mountains,Summit,California,6,Mariposa,43,Catheys Valley,"01/19/1981","05/22/2021",,,,372718N,1200330W,37.4550877,-120.0582387,,,0,0
1656077,Hooper Peak,Summit,California,6,Tuolumne,109,Falls Ridge,"01/19/1981","04/29/2017",Official,Board Decision,"01/01/1932",375714N,1192812W,37.9539267,-119.4700227,,,0,0
1656091,Indiana Summit,Summit,California,6,Mono,51,Crestview,"01/19/1981",12/24/2020,,,,374817N,1185555W,37.8046476,-118.9318802,,,0,0
1656097,Jackass Dike,Summit,California,6,Fresno,19,Florence Lake,"01/19/1981","01/15/2021",,,,371814N,1185755W,37.3037695,-118.9653993,,,0,0
1656101,Joes Point,Summit,California,6,Tuolumne,109,Cherry Lake South,"01/19/1981","05/06/2017",,,,375307N,1195717W,37.8851967,-119.9546135,,,0,0
1656139,Long Top,Summit,California,6,Fresno,19,Courtright Reservoir,"01/19/1981",12/24/2020,,,,370601N,1185617W,37.1002792,-118.9379463,,,0,0
1656180,Mormon Hill,Summit,California,6,Madera,39,Cascadel Point,"01/19/1981",12/12/2020,,,,371359N,1192539W,37.2330692,-119.4273954,,,0,0
1656197,Old Inspiration Point,Summit,California,6,Mariposa,43,El Capitan,"01/19/1981","05/06/2017",Official,Board Decision,"01/01/1932",374218N,1194031W,37.7050766,-119.6754027,,,0,0
1656205,Page Peaks,Summit,California,6,Mono,51,Dunderberg Peak,"01/19/1981","04/29/2017",,,,380400N,1191841W,38.0667522,-119.3113635,,,0,0
1656248,Red Mountain,Summit,California,6,Inyo,27,Fish Springs,"01/19/1981","01/15/2021",,,,370144N,1181719W,37.0287833,-118.2884982,,,0,0
1656252,Regulation Peak,Summit,California,6,Tuolumne,109,Falls Ridge,"01/19/1981","04/29/2017",Official,Board Decision,"01/01/1932",375916N,1192918W,37.9876935,-119.4884233,,,0,0
1656281,Mount Scowden,Summit,California,6,Mono,51,Dunderberg Peak,"01/19/1981","07/14/2017",,,,380030N,1191537W,38.0084205,-119.2601759,,,0,0
1656297,Bald Mountain,Summit,California,6,Mariposa,43,Coulterville,"01/19/1981",12/24/2020,,,,374334N,1200948W,37.7260696,-120.1634615,,,0,0
1656305,Dome Rock,Summit,California,6,Tuolumne,109,Donnell Lake,"01/19/1981","01/06/2021",,,,382020N,1195834W,38.3388645,-119.9760257,,,0,0
1656307,Double Dome Rock,Summit,California,6,Tuolumne,109,Donnell Lake,"01/19/1981",12/30/2020,,,,382026N,1195236W,38.3404628,-119.8765994,,,0,0
1656310,Louise Point,Summit,California,6,Mariposa,43,Coulterville,"01/19/1981",12/24/2020,,,,374218N,1201140W,37.7050844,-120.1944872,,,0,0
1656371,Turtleback Dome,Summit,California,6,Mariposa,43,El Capitan,"01/19/1981","04/24/2017",Official,Board Decision,"01/01/1962",374248N,1194222W,37.7133557,-119.7060367,,,0,0
1656375,Twin Peaks,Summit,California,6,Tuolumne,109,Dunderberg Peak,"01/19/1981","04/29/2017",Official,Board Decision,"01/01/1932",380450N,1192127W,38.0804886,-119.3575265,,,0,0
1656392,Virginia Point,Summit,California,6,Mariposa,43,Coulterville,"01/19/1981",12/24/2020,,,,374016N,1200906W,37.6711652,-120.1517706,,,0,0
1656405,West Peak,Summit,California,6,Tuolumne,109,Falls Ridge,"01/19/1981","04/29/2017",Official,Board Decision,"01/01/1932",375848N,1192954W,37.9800582,-119.4982209,,,0,0
1656409,Whitecliff Peak,Summit,California,6,Alpine,3,Disaster Peak,"01/19/1981","01/06/2021",,,,382608N,1193830W,38.4354614,-119.6415487,,,0,0
1656607,Red Hill,Summit,California,6,Tulare,107,Case Mountain,"01/19/1981","04/14/2017",,,,362823N,1185029W,36.473097,-118.8414883,,,0,0
1656622,Scratch Hill,Summit,California,6,Tulare,107,Dennison Peak,"01/19/1981","04/14/2017",,,,362047N,1184622W,36.3465275,-118.7727761,,,0,0
1657891,Aeolian Buttes,Summit,California,6,Mono,51,June Lake,"01/19/1981","03/22/2025",,,,375104N,1190227W,37.8510203,-119.0407114,,,0,0
1657896,Ahwiyah Point,Summit,California,6,Mariposa,43,Yosemite Falls,"01/19/1981","05/06/2017",Official,Board Decision,"01/01/1932",374503N,1193210W,37.7507023,-119.536206,,,0,0
1657905,Alder Hill,Summit,California,6,El Dorado,17,Tragedy Spring,"01/19/1981","04/14/2021",,,,383748N,1201420W,38.629905,-120.2387904,,,0,0
1657929,Anderson Peak,Summit,California,6,Mono,51,Benton,"01/19/1981",11/14/2020,,,,374622N,1182913W,37.7726884,-118.4869237,,,0,0
1657952,Ascension Mountain,Summit,California,6,Tuolumne,109,Ascension Mountain,"01/19/1981","04/24/2017",,,,375006N,1195421W,37.8349433,-119.9057658,,,0,0
1657954,Ash Spring Mountain,Summit,California,6,Tulare,107,Auckland,"01/19/1981","05/11/2021",,,,363531N,1190409W,36.5918876,-119.0692622,,,0,0
1657997,Barris Hill,Summit,California,6,Tulare,107,Orange Cove South,"01/19/1981","02/23/2025",,,,363328N,1192106W,36.5578871,-119.3516349,,,0,0
1658000,Bartlett Peak,Summit,California,6,Tuolumne,109,Kibbie Lake,"01/19/1981","04/29/2017",Official,Board Decision,"01/01/1932",380536N,1194628W,38.093254,-119.7743787,,,0,0
1658015,Bear Hill,Summit,California,6,Tulare,107,Giant Forest,"01/19/1981","05/16/2017",,,,363341N,1184612W,36.5612988,-118.7700227,,,0,0
1658046,Big Baldy,Summit,California,6,Tulare,107,General Grant Grove,"01/19/1981","05/22/2017",,,,364020N,1185256W,36.6721002,-118.8823384,,,0,0
1658095,Bodie Mountain,Summit,California,6,Mono,51,Bodie,"01/19/1981","05/13/2021",,,,381337N,1190412W,38.2268493,-119.070027,,,0,0
1658116,Boundary Hill,Summit,California,6,Mariposa,43,Tamarack Flat,"01/19/1981","04/24/2017",Official,Board Decision,"01/01/1932",374551N,1193743W,37.7641034,-119.6285741,,,0,0
1658165,Buford Mountain,Summit,California,6,Madera,39,Knowles,"01/19/1981","07/10/2021",,,,371314N,1194952W,37.2206595,-119.8310063,,,0,0
1658181,Buscones Peak,Summit,California,6,Mono,51,Benton,"01/19/1981",11/14/2020,,,,374638N,1182930W,37.7771159,-118.4915819,,,0,0
1658304,Columbia Finger,Summit,California,6,Mariposa,43,Tenaya Lake,"01/19/1981","09/24/2018",Official,Board Decision,"01/01/1910",374911N,1192524W,37.819744,-119.4232021,,,0,0
1658361,Curtis Mountain,Summit,California,6,Tulare,107,Orange Cove South,"01/19/1981","09/17/2021",,,,363541N,1191522W,36.5946838,-119.2562142,,,0,0
1658366,Mount Dade,Summit,California,6,Inyo,27,Mount Abbot,"01/19/1981","02/27/2021",,,,372255N,1184646W,37.3819133,-118.7794894,,,0,0
1658410,Devils Crags,Summit,California,6,Fresno,19,North Palisade,"01/19/1981","04/18/2017",,,,370217N,1183645W,37.0380561,-118.6124615,,,0,0
1658417,Diana Peak,Summit,California,6,Mono,51,Benton,"01/19/1981",11/14/2020,,,,374605N,1182917W,37.7679832,-118.4881623,,,0,0
1658423,Discovery Pinnacle,Summit,California,6,Tulare,107,Mount Whitney,"01/19/1981","04/14/2017",,,,363330N,1181725W,36.5583869,-118.2902557,,,0,0
1658442,Dudley Hill,Summit,California,6,Mariposa,43,Buckhorn Peak,"01/19/1981",12/01/2020,,,,374452N,1200715W,37.7477183,-120.1207081,,,0,0
1658452,Eagle Peak,Summit,California,6,Mariposa,43,Half Dome,"01/19/1981","04/24/2017",Official,Board Decision,"01/01/1932",374446N,1193653W,37.746059,-119.6147686,,,0,0
1658469,Echo Peaks,Summit,California,6,Mariposa,43,Tenaya Lake,"01/19/1981","04/29/2017",Official,Board Decision,"01/01/1932",374957N,1192412W,37.8325982,-119.4034267,,,0,0
1658497,Emerald Peak,Summit,California,6,Fresno,19,Mount Henry,"01/19/1981","04/15/2017",,,,370955N,1184550W,37.1653681,-118.7638208,,,0,0
1658498,Mount Emerson,Summit,California,6,Inyo,27,Mount Darwin,"01/19/1981","04/15/2017",,,,371441N,1183935W,37.2447003,-118.6597284,,,0,0
1658508,Eshom Point,Summit,California,6,Tulare,107,General Grant Grove,"01/19/1981","04/21/2017",,,,363800N,1185626W,36.6333031,-118.9404462,,,0,0
1658570,Four Gables,Summit,California,6,Fresno,19,Mount Tom,"01/19/1981","03/04/2021",Official,Board Decision,"01/01/1911",371809N,1184200W,37.3024727,-118.6999308,,,0,0
1658573,Frank Harris Point,Summit,California,6,Mariposa,43,Jawbone Ridge,"01/19/1981","02/09/2021",,,,374704N,1200126W,37.7843663,-120.0237826,,,0,0
1658610,Gilcrest Peak,Summit,California,6,Mono,51,Lundy,"01/19/1981","02/22/2021",,,,380040N,1191349W,38.0110294,-119.2301414,,,0,0
